ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
NETEN,NETEN,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.1850000000,21.0000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
NETOG,NETOG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.3354583333,16.5943083333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
NEVAR,NEVAR,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-27.5134277778,17.8327194444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
NEVEP,NEVEP,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-20.3333333333,12.2345666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
NIBEK,NIBEK,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.9752777778,13.2150000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
NIGAM,NIGAM,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-26.5656111111,14.6194444444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
ODOTU,ODOTU,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.1666666667,11.9666666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
OKDOL,OKDOL,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.1300000000,12.7450000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
OKLAV,OKLAV,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-24.5933083333,18.8068305556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
OKMOM,OKMOM,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.5666666667,16.9900000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
